STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER
JAMMU & KASHMIR,RAMBAN,2003,53,94
JAMMU & KASHMIR,REASI,2003,33,52
JAMMU & KASHMIR,SRINAGAR,2003,56,94
JAMMU & KASHMIR,UDHAMPUR,2003,10,16
JAMMU & KASHMIR,TOTAL,2003,929,1216
JHARKHAND,BOKARO,2003,58,108
JHARKHAND,CHAIBASA,2003,129,42
JHARKHAND,CHATRA,2003,35,2
JHARKHAND,DEOGHAR,2003,55,40
JHARKHAND,DHANBAD,2003,92,31
JHARKHAND,DHANBAD RLY.,2003,9,1
JHARKHAND,DUMKA,2003,57,142
JHARKHAND,GARHWA,2003,32,21
JHARKHAND,GIRIDIH,2003,65,27
JHARKHAND,GODDA,2003,31,36
JHARKHAND,GUMLA,2003,131,24
JHARKHAND,HAZARIBAGH,2003,81,42
JHARKHAND,JAMSHEDPUR,2003,49,112
JHARKHAND,JAMSHEDPUR RLY.,2003,6,0
JHARKHAND,JAMTARA,2003,17,6
JHARKHAND,KODERMA,2003,30,25
JHARKHAND,LATEHAR,2003,43,14
JHARKHAND,LOHARDAGGA,2003,44,9
JHARKHAND,PAKUR,2003,27,29
JHARKHAND,PALAMU,2003,70,24
JHARKHAND,RANCHI,2003,250,136
JHARKHAND,SAHEBGANJ,2003,61,43
JHARKHAND,SARAIKELA,2003,60,42
JHARKHAND,SIMDEGA,2003,50,1
JHARKHAND,TOTAL,2003,1482,957
KARNATAKA,BAGALKOT,2003,50,28
KARNATAKA,BANGALORE COMMR.,2003,216,280
KARNATAKA,BANGALORE RURAL,2003,128,85
KARNATAKA,BELGAUM,2003,107,39
KARNATAKA,BELLARY,2003,48,41
KARNATAKA,BIDAR,2003,37,57
KARNATAKA,BIJAPUR,2003,55,33
KARNATAKA,CHAMARAJNAGAR,2003,25,16
KARNATAKA,CHICKMAGALUR,2003,28,30
KARNATAKA,CHITRADURGA,2003,42,20
KARNATAKA,DAKSHIN KANNADA,2003,35,30
KARNATAKA,DAVANAGERE,2003,28,20
KARNATAKA,DHARWAD COMMR.,2003,23,18
KARNATAKA,DHARWAD RURAL,2003,28,11
KARNATAKA,GADAG,2003,16,12
KARNATAKA,GULBARGA,2003,88,72
KARNATAKA,HASSAN,2003,53,67
KARNATAKA,HAVERI,2003,25,8
KARNATAKA,K.G.F.,2003,12,20
KARNATAKA,KODAGU,2003,32,24
KARNATAKA,KOLAR,2003,65,56
KARNATAKA,KOPPAL,2003,24,23
KARNATAKA,MANDYA,2003,57,59
KARNATAKA,MYSORE COMMR.,2003,26,22
KARNATAKA,MYSORE RURAL,2003,40,23
KARNATAKA,RAICHUR,2003,37,26
KARNATAKA,RAILWAYS,2003,13,3
KARNATAKA,SHIMOGA,2003,51,40
KARNATAKA,TUMKUR,2003,79,46
KARNATAKA,UDUPI,2003,15,10
KARNATAKA,UTTAR KANNADA,2003,23,22
KARNATAKA,TOTAL,2003,1506,1241
KERALA,ALAPUZHA,2003,23,37
KERALA,CBCID,2003,18,5
KERALA,ERNAKULAM COMMR.,2003,21,28
KERALA,ERNAKULAM RURAL,2003,25,38
KERALA,IDUKKI,2003,28,14
KERALA,KANNUR,2003,12,38
KERALA,KASARGOD,2003,24,19
KERALA,KOLLAM,2003,36,22
KERALA,KOTTAYAM,2003,19,25
KERALA,KOZHIKODE COMMR.,2003,14,14
KERALA,KOZHIKODE RURAL,2003,8,17
KERALA,MALAPPURAM,2003,18,17
KERALA,PALAKKAD,2003,52,41
KERALA,PATHANAMTHITTA,2003,27,10
KERALA,RAILWAYS,2003,3,0
KERALA,THRISSUR,2003,39,35
KERALA,TRIVANDRUM COMMR.,2003,10,53
KERALA,TRIVANDRUM RURAL,2003,37,27
KERALA,WAYANADU,2003,21,8
KERALA,TOTAL,2003,435,448
MADHYA PRADESH,ANUPPUR,2003,10,4
MADHYA PRADESH,ASHOK NAGAR,2003,24,24
MADHYA PRADESH,BALAGHAT,2003,55,25
MADHYA PRADESH,BARWANI,2003,45,24
MADHYA PRADESH,BETUL,2003,65,51
MADHYA PRADESH,BHIND,2003,61,101
MADHYA PRADESH,BHOPAL,2003,54,111
MADHYA PRADESH,BHOPAL RLY.,2003,5,2
MADHYA PRADESH,BURHANPUR,2003,6,2
MADHYA PRADESH,CHHATARPUR,2003,55,69
MADHYA PRADESH,CHHINDWARA,2003,45,34
MADHYA PRADESH,DAMOH,2003,47,50
MADHYA PRADESH,DATIYA,2003,55,39
MADHYA PRADESH,DEWAS,2003,57,85
MADHYA PRADESH,DHAR,2003,87,86
MADHYA PRADESH,DINDORI,2003,14,3
MADHYA PRADESH,GUNA,2003,37,32
MADHYA PRADESH,GWALIOR,2003,91,137
MADHYA PRADESH,HARDA,2003,13,10
MADHYA PRADESH,HOSHANGABAD,2003,49,53
MADHYA PRADESH,INDORE,2003,93,129
MADHYA PRADESH,INDORE RLY.,2003,4,2
MADHYA PRADESH,JABALPUR,2003,92,131
MADHYA PRADESH,JABALPUR RLY.,2003,1,3
MADHYA PRADESH,JHABUA,2003,119,101
MADHYA PRADESH,KATNI,2003,35,34
MADHYA PRADESH,KHANDWA,2003,31,30
MADHYA PRADESH,KHARGON,2003,37,36
MADHYA PRADESH,MANDLA,2003,37,15
MADHYA PRADESH,MANDSAUR,2003,30,27
MADHYA PRADESH,MORENA,2003,57,65
MADHYA PRADESH,NARSINGHPUR,2003,44,39
MADHYA PRADESH,NEEMUCH,2003,13,15
MADHYA PRADESH,PANNA,2003,36,16
MADHYA PRADESH,RAISEN,2003,35,50
MADHYA PRADESH,RAJGARH,2003,31,48
MADHYA PRADESH,RATLAM,2003,45,46
MADHYA PRADESH,REWA,2003,57,46
MADHYA PRADESH,SAGAR,2003,59,109
MADHYA PRADESH,SATNA,2003,61,59
MADHYA PRADESH,SEONI,2003,27,24
MADHYA PRADESH,SHAHDOL,2003,60,21
MADHYA PRADESH,SHAJAPUR,2003,31,51
MADHYA PRADESH,SHEOPUR,2003,15,28
MADHYA PRADESH,SHIVPURI,2003,60,66
MADHYA PRADESH,SIDHI,2003,44,19
MADHYA PRADESH,SIHORE,2003,32,32
MADHYA PRADESH,TIKAMGARH,2003,40,31
MADHYA PRADESH,UJJAIN,2003,58,146
MADHYA PRADESH,UMARIYA,2003,27,4
MADHYA PRADESH,VIDISHA,2003,41,48
MADHYA PRADESH,TOTAL,2003,2227,2413
MAHARASHTRA,AHMEDNAGAR,2003,101,38
MAHARASHTRA,AKOLA,2003,48,38
MAHARASHTRA,AMRAVATI COMMR.,2003,31,25
MAHARASHTRA,AMRAVATI RURAL,2003,53,38
MAHARASHTRA,AURANGABAD COMMR.,2003,28,26
MAHARASHTRA,AURANGABAD RURAL,2003,60,24
MAHARASHTRA,BEED,2003,72,55
MAHARASHTRA,BHANDARA,2003,30,7
MAHARASHTRA,BULDHANA,2003,53,33
MAHARASHTRA,CHANDRAPUR,2003,41,21
MAHARASHTRA,DHULE,2003,32,13
MAHARASHTRA,GADCHIROLI,2003,58,28
MAHARASHTRA,GONDIA,2003,41,13
MAHARASHTRA,HINGOLI,2003,28,29
MAHARASHTRA,JALGAON,2003,82,39
MAHARASHTRA,JALNA,2003,53,25
MAHARASHTRA,KOLHAPUR,2003,66,40
MAHARASHTRA,LATUR,2003,56,34
MAHARASHTRA,MUMBAI,2003,242,115
MAHARASHTRA,MUMBAI RLY.,2003,9,8
MAHARASHTRA,NAGPUR COMMR.,2003,104,40
MAHARASHTRA,NAGPUR RLY.,2003,8,2
MAHARASHTRA,NAGPUR RURAL,2003,73,28
MAHARASHTRA,NANDED,2003,71,90
MAHARASHTRA,NANDURBAR,2003,43,13
MAHARASHTRA,NASIK COMMR.,2003,27,20
MAHARASHTRA,NASIK RURAL,2003,110,46
MAHARASHTRA,NAVI MUMBAI,2003,50,19
MAHARASHTRA,OSMANABAD,2003,38,16
MAHARASHTRA,PARBHANI,2003,52,30
MAHARASHTRA,PUNE COMMR.,2003,110,54
MAHARASHTRA,PUNE RLY.,2003,0,0
MAHARASHTRA,PUNE RURAL,2003,127,26
MAHARASHTRA,RAIGAD,2003,50,22
MAHARASHTRA,RATNAGIRI,2003,20,14
MAHARASHTRA,SANGLI,2003,78,24
MAHARASHTRA,SATARA,2003,61,20
MAHARASHTRA,SINDHUDURG,2003,14,4
MAHARASHTRA,SOLAPUR COMMR.,2003,22,15
MAHARASHTRA,SOLAPUR RURAL,2003,112,50
MAHARASHTRA,THANE COMMR.,2003,111,63
MAHARASHTRA,THANE RURAL,2003,149,49
MAHARASHTRA,WARDHA,2003,48,26
MAHARASHTRA,WASHIM,2003,27,24
MAHARASHTRA,YAVATMAL,2003,83,68
MAHARASHTRA,TOTAL,2003,2772,1412
MANIPUR,BISHNUPUR,2003,22,42
MANIPUR,CHANDEL,2003,17,6
MANIPUR,CHURACHANDPUR,2003,14,21
MANIPUR,IMPHAL(EAST),2003,25,32
MANIPUR,IMPHAL(WEST),2003,28,35
MANIPUR,SENAPATI,2003,17,13
MANIPUR,TAMENGLONG,2003,3,3
MANIPUR,THOUBAL,2003,22,42
MANIPUR,UKHRUL,2003,2,5
MANIPUR,TOTAL,2003,150,199
MEGHALAYA,GARO HILLS EAST,2003,14,16
MEGHALAYA,GARO HILLS SOUTH,2003,7,4
MEGHALAYA,GARO HILLS WEST,2003,24,8
MEGHALAYA,JAINTIA HILLS,2003,52,2
MEGHALAYA,KHASI HILLS EAST,2003,45,19
MEGHALAYA,KHASI HILLS WEST,2003,17,9
MEGHALAYA,RI-BHOI,2003,16,2
MEGHALAYA,TOTAL,2003,175,60
MIZORAM,AIZAWL,2003,14,24
MIZORAM,CHAMPHAI,2003,6,1
MIZORAM,KOLASIB,2003,5,2
MIZORAM,LAWNGTLAI,2003,6,3
MIZORAM,LUNGLEI,2003,6,2
MIZORAM,MAMIT,2003,2,2
MIZORAM,SAIHA,2003,6,1
MIZORAM,SERCHHIP,2003,1,1
MIZORAM,TOTAL,2003,46,36
NAGALAND,DIMAPUR,2003,15,2
NAGALAND,KIPHIRE,2003,1,0
NAGALAND,KOHIMA,2003,28,10
NAGALAND,MOKOKCHUNG,2003,8,3
NAGALAND,MON,2003,7,7
NAGALAND,PEREN,2003,4,0
NAGALAND,PHEK,2003,8,4
NAGALAND,TUENSANG,2003,9,1
NAGALAND,WOKHA,2003,5,6
NAGALAND,ZUNHEBOTO,2003,6,1
NAGALAND,TOTAL,2003,91,34
ODISHA,ANGUL,2003,42,50
ODISHA,BALASORE,2003,45,26
ODISHA,BARAGARH,2003,27,35
ODISHA,BERHAMPUR,2003,13,33
ODISHA,BHADRAK,2003,17,45
ODISHA,BOLANGIR,2003,24,48
ODISHA,BOUDH,2003,14,6
ODISHA,CUTTACK,2003,47,143
ODISHA,DEOGARH,2003,12,11
ODISHA,DHENKANAL,2003,34,46
ODISHA,GAJAPATI,2003,9,9
ODISHA,GANJAM,2003,54,88
ODISHA,JAGATSINGHPUR,2003,22,28
ODISHA,JAJPUR,2003,23,23
ODISHA,JHARSUGUDA,2003,22,9
ODISHA,KALAHANDI,2003,14,18
ODISHA,KANDHAMAL,2003,25,4
ODISHA,KENDRAPARA,2003,26,41
ODISHA,KEONJHAR,2003,76,33
ODISHA,KHURDA,2003,65,109
ODISHA,KORAPUT,2003,41,27
ODISHA,MALKANGIR,2003,31,16
ODISHA,MAYURBHANJ,2003,79,46
ODISHA,NAYAGARH,2003,28,34
ODISHA,NOWRANGPUR,2003,17,24
ODISHA,NUAPADA,2003,10,6
ODISHA,PURI,2003,49,125
ODISHA,RAYAGADA,2003,27,17
ODISHA,ROURKELA,2003,23,12
ODISHA,SAMBALPUR,2003,29,48
ODISHA,SONEPUR,2003,9,5
ODISHA,SRP(CUTTACK),2003,3,6
ODISHA,SRP(ROURKELA),2003,4,2
ODISHA,SUNDARGARH,2003,83,41
ODISHA,TOTAL,2003,1044,1214
PUNJAB,AMRITSAR,2003,49,31
PUNJAB,BARNALA,2003,16,23
PUNJAB,BATALA,2003,34,24
PUNJAB,BHATINDA,2003,51,24
PUNJAB,FARIDKOT,2003,12,8
PUNJAB,FATEHGARH SAHIB,2003,11,4
PUNJAB,FEROZEPUR,2003,51,65
PUNJAB,G.R.P,2003,10,2
PUNJAB,GURDASPUR,2003,23,19
PUNJAB,HOSHIARPUR,2003,38,22
PUNJAB,JAGRAON,2003,23,27
PUNJAB,JALANDHAR,2003,55,79
PUNJAB,KAPURTHALA,2003,22,14
PUNJAB,KHANNA,2003,18,15
PUNJAB,LUDHIANA,2003,64,66
PUNJAB,MAJITHA,2003,42,20
PUNJAB,MANSA,2003,17,22
PUNJAB,MOGA,2003,27,27
PUNJAB,MUKTSAR,2003,15,26
PUNJAB,NAWAN SHAHR,2003,15,25
PUNJAB,PATIALA,2003,49,32
PUNJAB,ROPAR,2003,24,14
PUNJAB,SANGRUR,2003,33,35
PUNJAB,TARN TARAN,2003,32,20
PUNJAB,TOTAL,2003,731,644
RAJASTHAN,AJMER,2003,47,61
RAJASTHAN,ALWAR,2003,80,134
RAJASTHAN,BANSWARA,2003,35,26
RAJASTHAN,BARAN,2003,25,90
RAJASTHAN,BARMER,2003,16,16
RAJASTHAN,BHARATPUR,2003,91,92
RAJASTHAN,BHILWARA,2003,24,56
RAJASTHAN,BIKANER,2003,50,88
RAJASTHAN,BUNDI,2003,28,100
RAJASTHAN,CHITTORGARH,2003,50,48
RAJASTHAN,CHURU,2003,29,34
RAJASTHAN,DAUSA,2003,33,17
RAJASTHAN,DHOLPUR,2003,40,67
RAJASTHAN,DUNGARPUR,2003,30,20
RAJASTHAN,G.R.P.,2003,5,8
RAJASTHAN,GANGANAGAR,2003,59,143
RAJASTHAN,HANUMANGARH,2003,59,92
RAJASTHAN,JAIPUR,2003,92,114
RAJASTHAN,JAISALMER,2003,3,0
RAJASTHAN,JALORE,2003,22,21
RAJASTHAN,JHALAWAR,2003,32,81
RAJASTHAN,JHUNJHUNU,2003,41,10
RAJASTHAN,JODHPUR,2003,39,68
RAJASTHAN,KARAULI,2003,28,27
RAJASTHAN,KOTA,2003,35,292
RAJASTHAN,NAGAUR,2003,45,30
RAJASTHAN,PALI,2003,38,54
RAJASTHAN,RAJSAMAND,2003,21,3
RAJASTHAN,SAWAI MADHOPUR,2003,24,32
RAJASTHAN,SIKAR,2003,33,20
RAJASTHAN,SIROHI,2003,27,29
RAJASTHAN,TONK,2003,20,27
RAJASTHAN,UDAIPUR,2003,61,77
RAJASTHAN,TOTAL,2003,1262,1977
SIKKIM,EAST,2003,7,4
SIKKIM,NORTH,2003,1,0
SIKKIM,SOUTH,2003,3,1
SIKKIM,WEST,2003,3,2
SIKKIM,TOTAL,2003,14,7
TAMIL NADU,CHENGAI,2003,84,75
TAMIL NADU,CHENNAI,2003,71,279
TAMIL NADU,CHENNAI RLY.,2003,0,1
TAMIL NADU,COIMBATORE RURAL,2003,72,61
TAMIL NADU,COIMBATORE URBAN,2003,22,17
TAMIL NADU,CUDDALORE,2003,62,87
TAMIL NADU,DHARMAPURI,2003,90,58
TAMIL NADU,DINDIGUL,2003,62,35
TAMIL NADU,ERODE,2003,53,18
TAMIL NADU,KANCHIPURAM,2003,48,62
TAMIL NADU,KANYAKUMARI,2003,38,36
TAMIL NADU,KARUR,2003,26,14
TAMIL NADU,MADURAI RURAL,2003,48,73
TAMIL NADU,MADURAI URBAN,2003,27,39
TAMIL NADU,NAGAPATTINAM,2003,41,57
TAMIL NADU,NAMAKKAL,2003,31,24
TAMIL NADU,NILGIRIS,2003,18,17
TAMIL NADU,PERAMBALUR,2003,31,56
TAMIL NADU,PUDUKOTTAI,2003,32,21
TAMIL NADU,RAMNATHAPURAM,2003,26,23
TAMIL NADU,SALEM RURAL,2003,78,123
TAMIL NADU,SALEM URBAN,2003,15,18
TAMIL NADU,SIVAGANGAI,2003,24,33
TAMIL NADU,THANJAVUR,2003,60,78
TAMIL NADU,THENI,2003,35,47
TAMIL NADU,THIRUNELVELI RURAL,2003,54,76
TAMIL NADU,THIRUNELVELI URBAN,2003,12,38
TAMIL NADU,THIRUVALLUR,2003,25,47
TAMIL NADU,THIRUVANNAMALAI,2003,38,17
TAMIL NADU,THIRUVARUR,2003,14,38
TAMIL NADU,THOOTHUGUDI,2003,76,104
TAMIL NADU,TRICHY RLY.,2003,0,0
TAMIL NADU,TRICHY RURAL,2003,44,39
TAMIL NADU,TRICHY URBAN,2003,17,11
TAMIL NADU,VELLORE,2003,87,30
TAMIL NADU,VILLUPURAM,2003,77,54
TAMIL NADU,VIRUDHUNAGAR,2003,53,37
TAMIL NADU,TOTAL,2003,1591,1843
TRIPURA,DHALAI,2003,40,22
TRIPURA,NORTH,2003,40,15
TRIPURA,SOUTH,2003,38,20
TRIPURA,WEST,2003,136,30
TRIPURA,TOTAL,2003,254,87
UTTAR PRADESH,AGRA,2003,126,116
UTTAR PRADESH,ALIGARH,2003,156,167
UTTAR PRADESH,ALLAHABAD,2003,119,97
UTTAR PRADESH,AMBEDKAR NAGAR,2003,12,22
UTTAR PRADESH,AURAIYA,2003,32,16
UTTAR PRADESH,AZAMGARH,2003,89,62
UTTAR PRADESH,BADAUN,2003,182,137
UTTAR PRADESH,BAGHPAT,2003,81,33
UTTAR PRADESH,BAHRAICH,2003,41,21
UTTAR PRADESH,BALLIA,2003,32,36
UTTAR PRADESH,BALRAMPUR,2003,15,4
UTTAR PRADESH,BANDA,2003,49,23
UTTAR PRADESH,BARABANKI,2003,55,33
UTTAR PRADESH,BAREILLY,2003,194,122
UTTAR PRADESH,BASTI,2003,38,40
UTTAR PRADESH,BIJNOR,2003,81,35
UTTAR PRADESH,BULANDSHAHAR,2003,144,98
UTTAR PRADESH,CHANDOLI,2003,30,16
UTTAR PRADESH,CHITRAKOOT DHAM,2003,30,7
UTTAR PRADESH,DEORIA,2003,34,43
UTTAR PRADESH,ETAH,2003,137,141
UTTAR PRADESH,ETAWAH,2003,44,44
UTTAR PRADESH,FAIZABAD,2003,31,26
UTTAR PRADESH,FATEHGARH,2003,72,42
UTTAR PRADESH,FATEHPUR,2003,73,31
UTTAR PRADESH,FIROZABAD,2003,95,89
UTTAR PRADESH,G.R.P.,2003,19,12
UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,66,44
UTTAR PRADESH,GHAZIABAD,2003,176,110
UTTAR PRADESH,GHAZIPUR,2003,48,37
UTTAR PRADESH,GONDA,2003,21,22
UTTAR PRADESH,GORAKHPUR,2003,82,64
UTTAR PRADESH,HAMIRPUR,2003,36,13
UTTAR PRADESH,HARDOI,2003,101,72
UTTAR PRADESH,HATHRAS,2003,52,76
UTTAR PRADESH,J.P.NAGAR,2003,62,28
UTTAR PRADESH,JALAUN,2003,68,23
UTTAR PRADESH,JAUNPUR,2003,33,32
UTTAR PRADESH,JHANSI,2003,54,23
UTTAR PRADESH,KANNAUJ,2003,64,38
UTTAR PRADESH,KANPUR DEHAT,2003,37,22
UTTAR PRADESH,KANPUR NAGAR,2003,187,107
UTTAR PRADESH,KAUSHAMBI,2003,56,19
UTTAR PRADESH,KHIRI,2003,99,89
UTTAR PRADESH,KUSHI NAGAR,2003,37,17
UTTAR PRADESH,LALITPUR,2003,12,5
UTTAR PRADESH,LUCKNOW,2003,176,100
UTTAR PRADESH,MAHARAJGANJ,2003,28,16
UTTAR PRADESH,MAHOBA,2003,32,19
UTTAR PRADESH,MAINPURI,2003,108,85
UTTAR PRADESH,MATHURA,2003,94,103
UTTAR PRADESH,MAU,2003,38,55
UTTAR PRADESH,MEERUT,2003,193,139
UTTAR PRADESH,MIRZAPUR,2003,31,27
UTTAR PRADESH,MORADABAD,2003,156,86
UTTAR PRADESH,MUZAFFARNAGAR,2003,186,107
UTTAR PRADESH,PILIBHIT,2003,63,62
UTTAR PRADESH,PRATAPGARH,2003,44,39
UTTAR PRADESH,RAIBAREILLY,2003,69,48
UTTAR PRADESH,RAMPUR,2003,63,49
UTTAR PRADESH,SAHARANPUR,2003,82,99
UTTAR PRADESH,SANT KABIRNAGAR,2003,19,12
UTTAR PRADESH,SHAHJAHANPUR,2003,162,118
UTTAR PRADESH,SHRAWASTI,2003,15,6
UTTAR PRADESH,SIDHARTHNAGAR,2003,10,14
UTTAR PRADESH,SITAPUR,2003,129,64
UTTAR PRADESH,SONBHADRA,2003,19,14
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,18,9
UTTAR PRADESH,SULTANPUR,2003,62,56
UTTAR PRADESH,UNNAO,2003,111,64
UTTAR PRADESH,VARANASI,2003,74,48
UTTAR PRADESH,TOTAL,2003,5284,3793
UTTARAKHAND,ALMORA,2003,15,5
UTTARAKHAND,BAGESHWAR,2003,11,4
UTTARAKHAND,CHAMOLI,2003,9,9
UTTARAKHAND,CHAMPAWAT,2003,7,6
UTTARAKHAND,DEHRADUN,2003,31,43
UTTARAKHAND,HARIDWAR,2003,75,45
UTTARAKHAND,NAINITAL,2003,31,30
UTTARAKHAND,PAURI GARHWAL,2003,15,15
UTTARAKHAND,PITHORAGARH,2003,5,9
UTTARAKHAND,RUDRA PRAYAG,2003,8,4
UTTARAKHAND,TEHRI GARHWAL,2003,9,23
UTTARAKHAND,UDHAMSINGH NAGAR,2003,46,41
UTTARAKHAND,UTTARKASHI,2003,6,2
UTTARAKHAND,TOTAL,2003,268,236
WEST BENGAL,24 PARGANAS NORTH,2003,193,30
WEST BENGAL,24 PARGANAS SOUTH,2003,125,5
WEST BENGAL,ASANSOL,2003,28,5
WEST BENGAL,BANKURA,2003,41,13
WEST BENGAL,BIRBHUM,2003,51,13
WEST BENGAL,BURDWAN,2003,98,9
WEST BENGAL,COOCHBEHAR,2003,24,8
WEST BENGAL,DAKSHIN DINAJPUR,2003,22,12
WEST BENGAL,DARJEELING,2003,54,0
WEST BENGAL,HOOGHLY,2003,88,3
WEST BENGAL,HOWRAH,2003,25,6
WEST BENGAL,HOWRAH CITY,2003,18,5
WEST BENGAL,HOWRAH G.R.P.,2003,11,3
WEST BENGAL,JALPAIGURI,2003,108,32
WEST BENGAL,KHARAGPUR G.R.P.,2003,2,1
WEST BENGAL,KOLKATA,2003,52,123
WEST BENGAL,MALDA,2003,48,49
WEST BENGAL,MURSHIDABAD,2003,116,16
WEST BENGAL,NADIA,2003,93,0
WEST BENGAL,PASCHIM MIDNAPUR,2003,77,58
WEST BENGAL,PURAB MIDNAPUR,2003,43,0
WEST BENGAL,PURULIA,2003,46,0
WEST BENGAL,SEALDAH G.R.P.,2003,22,3
WEST BENGAL,SILIGURI G.R.P.,2003,6,0
WEST BENGAL,UTTAR DINAJPUR,2003,34,6
WEST BENGAL,TOTAL,2003,1425,400
A & N ISLANDS,ANDAMAN,2003,16,4
A & N ISLANDS,NICOBAR,2003,5,0
A & N ISLANDS,TOTAL,2003,21,4
CHANDIGARH,CHANDIGARH,2003,21,15
CHANDIGARH,TOTAL,2003,21,15
D & N HAVELI,D and N HAVELI,2003,11,5
D & N HAVELI,TOTAL,2003,11,5
DAMAN & DIU,DAMAN,2003,6,3
DAMAN & DIU,DIU,2003,0,0
DAMAN & DIU,TOTAL,2003,6,3
DELHI UT,CENTRAL,2003,29,20
DELHI UT,DELHI UT TOTAL,2003,485,407
DELHI UT,EAST,2003,44,38
DELHI UT,G.R.P.(RLY),2003,8,4
DELHI UT,I.G.I. AIRPORT,2003,2,2
DELHI UT,NEW DELHI,2003,7,5
DELHI UT,NORTH,2003,32,23
DELHI UT,NORTH EAST,2003,54,64
DELHI UT,NORTH WEST,2003,106,101
DELHI UT,S.T.F.,2003,0,2
DELHI UT,SOUTH,2003,86,52
DELHI UT,SOUTH WEST,2003,45,45
DELHI UT,WEST,2003,72,51
LAKSHADWEEP,LAKSHADWEEP,2003,0,0
LAKSHADWEEP,TOTAL,2003,0,0
PUDUCHERRY,PONDICHERRY,2003,29,32
PUDUCHERRY,TOTAL,2003,29,32
ANDHRA PRADESH,ADILABAD,2004,113,83
ANDHRA PRADESH,ANANTAPUR,2004,152,79
ANDHRA PRADESH,CHITTOOR,2004,105,52
ANDHRA PRADESH,CUDDAPAH,2004,96,58
ANDHRA PRADESH,CYBERABAD,2004,145,74
ANDHRA PRADESH,EAST GODAVARI,2004,96,101
ANDHRA PRADESH,GUNTAKAL RLY.,2004,8,1
ANDHRA PRADESH,GUNTUR,2004,163,96
ANDHRA PRADESH,HYDERABAD CITY,2004,121,135
ANDHRA PRADESH,KARIMNAGAR,2004,123,93
ANDHRA PRADESH,KHAMMAM,2004,108,52
ANDHRA PRADESH,KRISHNA,2004,60,57
ANDHRA PRADESH,KURNOOL,2004,112,96
ANDHRA PRADESH,MAHABOOBNAGAR,2004,183,87
ANDHRA PRADESH,MEDAK,2004,127,36
ANDHRA PRADESH,NALGONDA,2004,118,59
ANDHRA PRADESH,NELLORE,2004,94,248
ANDHRA PRADESH,NIZAMABAD,2004,96,54
ANDHRA PRADESH,PRAKASHAM,2004,103,93
ANDHRA PRADESH,RANGA REDDY,2004,73,39
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,8,4
ANDHRA PRADESH,SRIKAKULAM,2004,26,30
ANDHRA PRADESH,VIJAYAWADA,2004,46,43
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,1,1
ANDHRA PRADESH,VISAKHA RURAL,2004,50,18
ANDHRA PRADESH,VISAKHAPATNAM,2004,27,27
ANDHRA PRADESH,VIZIANAGARAM,2004,42,17
ANDHRA PRADESH,WARANGAL,2004,111,67
ANDHRA PRADESH,WEST GODAVARI,2004,72,108
ANDHRA PRADESH,TOTAL,2004,2579,1908
ARUNACHAL PRADESH,CHANGLANG,2004,8,3
ARUNACHAL PRADESH,DIBANG VALLEY,2004,1,10
ARUNACHAL PRADESH,K/KUMEY,2004,5,0
ARUNACHAL PRADESH,KAMENG EAST,2004,4,1
ARUNACHAL PRADESH,KAMENG WEST,2004,3,0
ARUNACHAL PRADESH,LOHIT,2004,10,2
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4
ARUNACHAL PRADESH,SIANG EAST,2004,1,2
ARUNACHAL PRADESH,SIANG UPPER,2004,1,4
ARUNACHAL PRADESH,SIANG WEST,2004,3,8
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,6
ARUNACHAL PRADESH,TAWANG,2004,0,2
ARUNACHAL PRADESH,TIRAP,2004,3,1
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0
ARUNACHAL PRADESH,TOTAL,2004,67,45
ASSAM,BARPETA,2004,48,6
ASSAM,BONGAIGAON,2004,36,2
ASSAM,C.I.D.,2004,0,0
ASSAM,CACHAR,2004,46,30
ASSAM,DARRANG,2004,69,16
ASSAM,DHEMAJI,2004,17,17
ASSAM,DHUBRI,2004,53,15
ASSAM,DIBRUGARH,2004,125,19
ASSAM,G.R.P.,2004,17,0
ASSAM,GOALPARA,2004,35,0
ASSAM,GOLAGHAT,2004,71,11
ASSAM,GUWAHATI CITY,2004,21,39
ASSAM,HAILAKANDI,2004,25,18
ASSAM,JORHAT,2004,38,8
ASSAM,KAMRUP,2004,15,13
ASSAM,KARBI ANGLONG,2004,57,5
ASSAM,KARIMGANJ,2004,40,29
ASSAM,KOKRAJHAR,2004,63,21
ASSAM,LAKHIMPUR,2004,31,20
ASSAM,MORIGAON,2004,19,0
ASSAM,N.C.HILLS,2004,7,9
ASSAM,NAGAON,2004,79,44
ASSAM,NALBARI,2004,37,24
ASSAM,R.P.O.,2004,6,0
ASSAM,SIBSAGAR,2004,55,12
ASSAM,SONITPUR,2004,87,30
ASSAM,TINSUKIA,2004,117,22
ASSAM,TOTAL,2004,1214,410
BIHAR,ARARIA,2004,66,59
BIHAR,ARWAL,2004,36,8
BIHAR,AURANGABAD,2004,77,0
